ano,nome_municipio,sexo,uf,populacao
2021,Igarapé-Açu,feminino,PA,19788
2021,Igarapé-Açu,masculino,PA,19446
2021,Igarapé-Miri,feminino,PA,31205
2021,Igarapé-Miri,masculino,PA,32162
2021,Inhangapi,feminino,PA,5960
2021,Inhangapi,masculino,PA,6049
2021,Ipixuna do Pará,feminino,PA,32421
2021,Ipixuna do Pará,masculino,PA,34749
2021,Irituia,feminino,PA,15908
2021,Irituia,masculino,PA,16731
2021,Itaituba,feminino,PA,49989
2021,Itaituba,masculino,PA,51552
2021,Itupiranga,feminino,PA,25233
2021,Itupiranga,masculino,PA,28206
2021,Jacareacanga,feminino,PA,2943
2021,Jacareacanga,masculino,PA,4009
2021,Jacundá,feminino,PA,30657
2021,Jacundá,masculino,PA,29860
2021,Juruti,feminino,PA,28874
2021,Juruti,masculino,PA,31087
2021,Limoeiro do Ajuru,feminino,PA,14058
2021,Limoeiro do Ajuru,masculino,PA,15565
2021,Mãe do Rio,feminino,PA,15708
2021,Mãe do Rio,masculino,PA,14681
2021,Magalhães Barata,feminino,PA,4055
2021,Magalhães Barata,masculino,PA,4543
2021,Marabá,feminino,PA,141361
2021,Marabá,masculino,PA,146303
2021,Maracanã,feminino,PA,14288
2021,Maracanã,masculino,PA,15271
2021,Marapanim,feminino,PA,14009
2021,Marapanim,masculino,PA,14554
2021,Marituba,feminino,PA,68026
2021,Marituba,masculino,PA,67786
2021,Medicilândia,feminino,PA,14679
2021,Medicilândia,masculino,PA,17668
2021,Melgaço,feminino,PA,13007
2021,Melgaço,masculino,PA,15114
2021,Mocajuba,feminino,PA,15394
2021,Mocajuba,masculino,PA,16523
2021,Moju,feminino,PA,40075
2021,Moju,masculino,PA,44176
2021,Mojuí dos Campos,feminino,PA,7865
2021,Mojuí dos Campos,masculino,PA,8417
2021,Monte Alegre,feminino,PA,28730
2021,Monte Alegre,masculino,PA,29559
2021,Muaná,feminino,PA,19852
2021,Muaná,masculino,PA,21602
2021,Nova Esperança do Piriá,feminino,PA,10260
2021,Nova Esperança do Piriá,masculino,PA,11259
2021,Nova Ipixuna,feminino,PA,8223
2021,Nova Ipixuna,masculino,PA,8804
2021,Nova Timboteua,feminino,PA,7625
2021,Nova Timboteua,masculino,PA,8021
2021,Novo Progresso,feminino,PA,13387
2021,Novo Progresso,masculino,PA,12382
2021,Novo Repartimento,feminino,PA,37205
2021,Novo Repartimento,masculino,PA,41283
2021,Óbidos,feminino,PA,25447
2021,Óbidos,masculino,PA,27026
2021,Oeiras do Pará,feminino,PA,15847
2021,Oeiras do Pará,masculino,PA,17335
2021,Oriximiná,feminino,PA,37278
2021,Oriximiná,masculino,PA,37643
2021,Ourém,feminino,PA,8814
2021,Ourém,masculino,PA,9265
2021,Ourilândia do Norte,feminino,PA,16002
2021,Ourilândia do Norte,masculino,PA,17829
2021,Pacajá,feminino,PA,22134
2021,Pacajá,masculino,PA,26976
2021,Palestina do Pará,feminino,PA,3743
2021,Palestina do Pará,masculino,PA,3832
2021,Paragominas,feminino,PA,57926
2021,Paragominas,masculino,PA,57912
2021,Parauapebas,feminino,PA,107468
2021,Parauapebas,masculino,PA,111319
2021,Pau D'Arco,feminino,PA,2607
2021,Pau D'Arco,masculino,PA,2732
2021,Peixe-Boi,feminino,PA,4023
2021,Peixe-Boi,masculino,PA,4061
2021,Piçarra,feminino,PA,6237
2021,Piçarra,masculino,PA,6739
2021,Placas,feminino,PA,15204
2021,Placas,masculino,PA,17121
2021,Ponta de Pedras,feminino,PA,15637
2021,Ponta de Pedras,masculino,PA,16370
2021,Portel,feminino,PA,31311
2021,Portel,masculino,PA,32520
2021,Porto de Moz,feminino,PA,20373
2021,Porto de Moz,masculino,PA,22083
2021,Prainha,feminino,PA,14044
2021,Prainha,masculino,PA,15783
2021,Primavera,feminino,PA,5325
2021,Primavera,masculino,PA,5564
2021,Quatipuru,feminino,PA,6687
2021,Quatipuru,masculino,PA,7107
2021,Redenção,feminino,PA,43114
2021,Redenção,masculino,PA,43212
2021,Rio Maria,feminino,PA,8796
2021,Rio Maria,masculino,PA,9412
2021,Rondon do Pará,feminino,PA,25316
2021,Rondon do Pará,masculino,PA,27926
2021,Rurópolis,feminino,PA,25052
2021,Rurópolis,masculino,PA,27421
2021,Salinópolis,feminino,PA,20330
2021,Salinópolis,masculino,PA,20834
2021,Salvaterra,feminino,PA,12140
2021,Salvaterra,masculino,PA,12252
2021,Santa Bárbara do Pará,feminino,PA,10765
2021,Santa Bárbara do Pará,masculino,PA,11046
2021,Santa Cruz do Arari,feminino,PA,5280
2021,Santa Cruz do Arari,masculino,PA,5216
2021,Santa Isabel do Pará,feminino,PA,34196
2021,Santa Isabel do Pará,masculino,PA,38660
2021,Santa Luzia do Pará,feminino,PA,9924
2021,Santa Luzia do Pará,masculino,PA,9915
2021,Santa Maria das Barreiras,feminino,PA,10141
2021,Santa Maria das Barreiras,masculino,PA,12103
2021,Santa Maria do Pará,feminino,PA,12752
2021,Santa Maria do Pará,masculino,PA,12375
2021,Santana do Araguaia,feminino,PA,35763
2021,Santana do Araguaia,masculino,PA,40232
2021,Santarém,feminino,PA,156881
2021,Santarém,masculino,PA,151458
2021,Santarém Novo,feminino,PA,3327
2021,Santarém Novo,masculino,PA,3469
2021,Santo Antônio do Tauá,feminino,PA,16335
2021,Santo Antônio do Tauá,masculino,PA,16011
2021,São Caetano de Odivelas,feminino,PA,8820
2021,São Caetano de Odivelas,masculino,PA,9387
2021,São Domingos do Araguaia,feminino,PA,12679
2021,São Domingos do Araguaia,masculino,PA,13266
2021,São Domingos do Capim,feminino,PA,15278
2021,São Domingos do Capim,masculino,PA,17007
2021,São Félix do Xingu,feminino,PA,65516
2021,São Félix do Xingu,masculino,PA,70216
2021,São Francisco do Pará,feminino,PA,7924
2021,São Francisco do Pará,masculino,PA,8054
2021,São Geraldo do Araguaia,feminino,PA,12144
2021,São Geraldo do Araguaia,masculino,PA,12422
2021,São João da Ponta,feminino,PA,3117
2021,São João da Ponta,masculino,PA,3177
2021,São João de Pirabas,feminino,PA,11260
2021,São João de Pirabas,masculino,PA,12180
2021,São João do Araguaia,feminino,PA,6243
2021,São João do Araguaia,masculino,PA,7862
2021,São Miguel do Guamá,feminino,PA,29912
2021,São Miguel do Guamá,masculino,PA,30356
2021,São Sebastião da Boa Vista,feminino,PA,13217
2021,São Sebastião da Boa Vista,masculino,PA,14085
2021,Sapucaia,feminino,PA,2708
2021,Sapucaia,masculino,PA,3380
2021,Senador José Porfírio,feminino,PA,5107
2021,Senador José Porfírio,masculino,PA,6198
2021,Soure,feminino,PA,12989
2021,Soure,masculino,PA,12763
